110753.19714882804,CHRONO A,3,2,512.939858,nA,62,80,3c
110761.74596718741,CHRONO A,3,2,512.067773,nA,62,80,4
110770.31958554678,CHRONO A,3,3,541.925692,nA,63,87,7b
110778.86840390615,CHRONO A,3,3,524.728398,nA,63,83,2e
110787.41722226552,CHRONO A,3,3,517.413813,nA,63,81,5a
110795.99084062489,CHRONO A,3,4,482.074308,nA,64,78,84
110804.53965898426,CHRONO A,3,4,499.271602,nA,64,7c,d1
110813.08847734363,CHRONO A,3,4,506.586187,nA,64,7e,a5
120205.78881835938,PSTAT,0,0,32.379191,nA,0,81,84
120410.57763671875,PSTAT,0,1,39.829467,nA,1,9f,51
120427.98044921874,VREF/Switch Voltage,2,1C,0.800283,V,5c,0,14
120436.68185546873,Negative Charge Pump Voltage,2,1F,0.248000,V,5f,0,0
120445.38326171873,VDD Voltage,2,1D,1.801527,V,5d,0,2e
120454.08466796872,VREF/Switch Voltage,2,1C,0.801089,V,5c,0,14
120462.78607421872,VBAT Voltage,2,1B,1.537425,V,5b,0,9
120471.48748046871,GPIO2 Voltage,2,1A,1.153000,V,5a,73,4c
120480.18888671871,GPIO1 Voltage,2,19,1.342000,V,59,86,33
120488.8902929687,GR1 Voltage,2,17,0.000000,V,57,0,0
120497.5916992187,CE1 Voltage,2,15,0.248000,V,55,18,cc
120506.29310546869,WE1 Voltage,2,11,0.300000,V,51,1e,0
120514.84192382806,CHRONO A,3,2,512.025641,nA,62,80,1
120523.39074218743,CHRONO A,3,2,512.243184,nA,62,80,f
120531.9395605468,CHRONO A,3,2,512.757811,nA,62,80,30
120540.48837890617,CHRONO A,3,2,512.909581,nA,62,80,3a
120549.06199726554,CHRONO A,3,3,541.925692,nA,63,87,7b
120557.61081562491,CHRONO A,3,3,524.728398,nA,63,83,2e
120566.15963398428,CHRONO A,3,3,517.413813,nA,63,81,5a
120574.73325234365,CHRONO A,3,4,482.074308,nA,64,78,84
120583.28207070302,CHRONO A,3,4,499.271602,nA,64,7c,d1
120591.83088906239,CHRONO A,3,4,506.586187,nA,64,7e,a5
120626.02616249987,CHRONO A,3,2,512.879990,nA,62,80,38
120634.57498085924,CHRONO A,3,2,512.603510,nA,62,80,26
120643.1237992186,CHRONO A,3,2,512.868412,nA,62,80,37
120651.67261757798,CHRONO A,3,2,512.038611,nA,62,80,2
120660.24623593735,CHRONO A,3,3,541.925692,nA,63,87,7b
120668.79505429672,CHRONO A,3,3,524.728398,nA,63,83,2e
120677.34387265609,CHRONO A,3,3,517.413813,nA,63,81,5a
120685.91749101545,CHRONO A,3,4,482.074308,nA,64,78,84
120694.46630937482,CHRONO A,3,4,499.271602,nA,64,7c,d1
120703.0151277342,CHRONO A,3,4,506.586187,nA,64,7e,a5
130205.78881835938,PSTAT,0,0,32.694939,nA,0,82,c7
130410.57763671875,PSTAT,0,1,39.632777,nA,1,9e,87
130419.12645507812,CHRONO A,3,2,512.246707,nA,62,80,f
130427.67527343749,CHRONO A,3,2,512.967419,nA,62,80,3d
130436.22409179686,CHRONO A,3,2,512.430617,nA,62,80,1b
130444.77291015623,CHRONO A,3,2,512.345425,nA,62,80,16
130453.3465285156,CHRONO A,3,3,541.925692,nA,63,87,7b
130461.89534687497,CHRONO A,3,3,524.728398,nA,63,83,2e
130470.44416523434,CHRONO A,3,3,517.413813,nA,63,81,5a
130479.0177835937,CHRONO A,3,4,482.074308,nA,64,78,84
